seq,env,resource_kind,benchmark_id,scenario_name,transition_class,state_before,to_object_id,actual_ms,static_ms,latest_ms,fifo5_mean_ms,fifo5_median_ms,oracle_policy,oracle_abs_error_ms,recommended_policy,recommended_abs_error_ms,regret_ms,decision_changed,rolling_lookback,action_history_depth,kind_history_depth,active_window_level
0,env:7a9cda66bc6b151a7886,control_plane,CTL-001,default,exact_hit,exact_hit,control_plane:benchmark:ctl-001:default,0.003305,0.003525,0.003525,0.003525,0.003525,static,0.0002199999999999997,static,0.0002199999999999997,0.0,False,100,0,0,offline
1,env:7a9cda66bc6b151a7886,control_plane,CTL-001,default,exact_hit,exact_hit,control_plane:benchmark:ctl-001:default,0.003525,0.003525,0.003305,0.003305,0.003305,static,0.0,static,0.0,0.0,False,100,1,1,kind
2,env:7a9cda66bc6b151a7886,control_plane,CTL-001,default,exact_hit,exact_hit,control_plane:benchmark:ctl-001:default,0.004246,0.003525,0.003525,0.003415,0.003415,static,0.0007209999999999999,static,0.0007209999999999999,0.0,False,100,2,2,kind
3,env:7a9cda66bc6b151a7886,control_plane,CTL-001,default,exact_hit,exact_hit,control_plane:benchmark:ctl-001:default,0.004577,0.003525,0.004246,0.0036919999999999995,0.003525,latest,0.00033100000000000056,static,0.0010520000000000004,0.0007209999999999999,False,100,3,3,kind
4,env:7a9cda66bc6b151a7886,control_plane,CTL-001,default,exact_hit,exact_hit,control_plane:benchmark:ctl-001:default,0.005018,0.003525,0.004577,0.00391325,0.0038855,latest,0.00044099999999999955,latest,0.00044099999999999955,0.0,True,100,4,4,kind
5,env:7a9cda66bc6b151a7886,control_plane,CTL-001,default,exact_hit,exact_hit,control_plane:benchmark:ctl-001:default,0.003104,0.003525,0.005018,0.0041342,0.004246,static,0.00042099999999999993,latest,0.001914,0.001493,False,100,5,5,action
6,env:7a9cda66bc6b151a7886,control_plane,CTL-001,default,exact_hit,exact_hit,control_plane:benchmark:ctl-001:default,0.001803,0.003525,0.003104,0.0040939999999999995,0.004246,latest,0.001301,latest,0.001301,0.0,False,100,5,5,action
7,env:7a9cda66bc6b151a7886,control_plane,CTL-002,default,exact_hit,exact_hit,control_plane:benchmark:ctl-002:default,0.00028,0.000601,0.001803,0.0037496,0.004246,static,0.000321,latest,0.001523,0.001202,False,100,0,5,kind
8,env:7a9cda66bc6b151a7886,control_plane,CTL-002,default,exact_hit,exact_hit,control_plane:benchmark:ctl-002:default,0.000611,0.000601,0.00028,0.0029564,0.003104,static,1.0000000000000026e-05,static,1.0000000000000026e-05,0.0,True,100,1,5,kind
9,env:7a9cda66bc6b151a7886,control_plane,CTL-002,default,exact_hit,exact_hit,control_plane:benchmark:ctl-002:default,0.00053,0.000601,0.000611,0.0021631999999999997,0.001803,static,7.099999999999999e-05,static,7.099999999999999e-05,0.0,False,100,2,5,kind
10,env:7a9cda66bc6b151a7886,control_plane,CTL-002,default,exact_hit,exact_hit,control_plane:benchmark:ctl-002:default,0.000791,0.000601,0.00053,0.0012656,0.000611,fifo5_median,0.00018000000000000004,static,0.00019000000000000006,1.0000000000000026e-05,False,100,3,5,kind
11,env:7a9cda66bc6b151a7886,control_plane,CTL-002,default,exact_hit,exact_hit,control_plane:benchmark:ctl-002:default,0.000601,0.000601,0.000791,0.0008029999999999999,0.000611,static,0.0,static,0.0,0.0,False,100,4,5,kind
12,env:7a9cda66bc6b151a7886,control_plane,CTL-002,default,exact_hit,exact_hit,control_plane:benchmark:ctl-002:default,0.000521,0.000601,0.000601,0.0005626,0.000601,fifo5_mean,4.1600000000000035e-05,static,7.999999999999999e-05,3.839999999999996e-05,False,100,5,5,action
13,env:7a9cda66bc6b151a7886,control_plane,CTL-002,default,exact_hit,exact_hit,control_plane:benchmark:ctl-002:default,0.000601,0.000601,0.000521,0.0006108,0.000601,static,0.0,static,0.0,0.0,False,100,5,5,action
14,env:7a9cda66bc6b151a7886,control_plane,CTL-003,default,exact_hit,exact_hit,control_plane:benchmark:ctl-003:default,0.000271,0.000621,0.000601,0.0006087999999999999,0.000601,latest,0.00033,static,0.00035000000000000005,2.0000000000000052e-05,False,100,0,5,kind
15,env:7a9cda66bc6b151a7886,control_plane,CTL-003,default,exact_hit,exact_hit,control_plane:benchmark:ctl-003:default,0.000881,0.000621,0.000271,0.000557,0.000601,static,0.0002599999999999999,static,0.0002599999999999999,0.0,False,100,1,5,kind
16,env:7a9cda66bc6b151a7886,control_plane,CTL-003,default,exact_hit,exact_hit,control_plane:benchmark:ctl-003:default,0.001101,0.000621,0.000881,0.000575,0.000601,latest,0.00022000000000000003,static,0.00047999999999999996,0.0002599999999999999,False,100,2,5,kind
17,env:7a9cda66bc6b151a7886,control_plane,CTL-003,default,exact_hit,exact_hit,control_plane:benchmark:ctl-003:default,0.000621,0.000621,0.001101,0.000675,0.000601,static,0.0,static,0.0,0.0,False,100,3,5,kind
18,env:7a9cda66bc6b151a7886,control_plane,CTL-003,default,exact_hit,exact_hit,control_plane:benchmark:ctl-003:default,0.000611,0.000621,0.000621,0.000695,0.000621,static,1.0000000000000026e-05,static,1.0000000000000026e-05,0.0,False,100,4,5,kind
19,env:7a9cda66bc6b151a7886,control_plane,CTL-003,default,exact_hit,exact_hit,control_plane:benchmark:ctl-003:default,0.000641,0.000621,0.000611,0.0006969999999999999,0.000621,static,1.9999999999999944e-05,static,1.9999999999999944e-05,0.0,False,100,5,5,action
20,env:7a9cda66bc6b151a7886,control_plane,CTL-003,default,exact_hit,exact_hit,control_plane:benchmark:ctl-003:default,0.000601,0.000621,0.000641,0.000771,0.000641,static,2.0000000000000052e-05,static,2.0000000000000052e-05,0.0,False,100,5,5,action
21,env:7a9cda66bc6b151a7886,control_plane,CTL-004,default,exact_hit,exact_hit,control_plane:benchmark:ctl-004:default,0.000291,0.000501,0.000601,0.000715,0.000621,static,0.00021,static,0.00021,0.0,False,100,0,5,kind
22,env:7a9cda66bc6b151a7886,control_plane,CTL-004,default,exact_hit,exact_hit,control_plane:benchmark:ctl-004:default,0.000511,0.000501,0.000291,0.000553,0.000611,static,9.999999999999918e-06,static,9.999999999999918e-06,0.0,False,100,1,5,kind
23,env:7a9cda66bc6b151a7886,control_plane,CTL-004,default,exact_hit,exact_hit,control_plane:benchmark:ctl-004:default,0.000591,0.000501,0.000511,0.000531,0.000601,fifo5_median,9.999999999999918e-06,static,9.000000000000002e-05,8.00000000000001e-05,False,100,2,5,kind
24,env:7a9cda66bc6b151a7886,control_plane,CTL-004,default,exact_hit,exact_hit,control_plane:benchmark:ctl-004:default,0.000451,0.000501,0.000591,0.000527,0.000591,static,5.000000000000002e-05,static,5.000000000000002e-05,0.0,False,100,3,5,kind
25,env:7a9cda66bc6b151a7886,control_plane,CTL-004,default,exact_hit,exact_hit,control_plane:benchmark:ctl-004:default,0.000501,0.000501,0.000451,0.0004890000000000001,0.000511,static,0.0,static,0.0,0.0,False,100,4,5,kind
26,env:7a9cda66bc6b151a7886,control_plane,CTL-004,default,exact_hit,exact_hit,control_plane:benchmark:ctl-004:default,0.000501,0.000501,0.000501,0.00046899999999999996,0.000501,static,0.0,static,0.0,0.0,False,100,5,5,action
27,env:7a9cda66bc6b151a7886,control_plane,CTL-004,default,exact_hit,exact_hit,control_plane:benchmark:ctl-004:default,0.000481,0.000501,0.000501,0.000511,0.000501,static,2.0000000000000052e-05,static,2.0000000000000052e-05,0.0,False,100,5,5,action
28,env:7a9cda66bc6b151a7886,control_plane,CTL-005,default,exact_hit,exact_hit,control_plane:benchmark:ctl-005:default,0.000341,0.000491,0.000481,0.000505,0.000501,latest,0.00014,static,0.00015000000000000001,1.0000000000000026e-05,False,100,0,5,kind
29,env:7a9cda66bc6b151a7886,control_plane,CTL-005,default,exact_hit,exact_hit,control_plane:benchmark:ctl-005:default,0.000671,0.000491,0.000341,0.000455,0.000481,static,0.00018000000000000004,static,0.00018000000000000004,0.0,False,100,1,5,kind
30,env:7a9cda66bc6b151a7886,control_plane,CTL-005,default,exact_hit,exact_hit,control_plane:benchmark:ctl-005:default,0.000551,0.000491,0.000671,0.0004990000000000001,0.000501,fifo5_median,4.9999999999999914e-05,static,5.999999999999994e-05,1.0000000000000026e-05,False,100,2,5,kind
31,env:7a9cda66bc6b151a7886,control_plane,CTL-005,default,exact_hit,exact_hit,control_plane:benchmark:ctl-005:default,0.00048,0.000491,0.000551,0.000509,0.000501,static,1.0999999999999996e-05,static,1.0999999999999996e-05,0.0,False,100,3,5,kind
32,env:7a9cda66bc6b151a7886,control_plane,CTL-005,default,exact_hit,exact_hit,control_plane:benchmark:ctl-005:default,0.0005,0.000491,0.00048,0.0005048,0.000481,fifo5_mean,4.800000000000008e-06,static,9.000000000000002e-06,4.199999999999994e-06,False,100,4,5,kind
33,env:7a9cda66bc6b151a7886,control_plane,CTL-005,default,exact_hit,exact_hit,control_plane:benchmark:ctl-005:default,0.000491,0.000491,0.0005,0.0005086,0.0005,static,0.0,static,0.0,0.0,False,100,5,5,action
34,env:7a9cda66bc6b151a7886,control_plane,CTL-005,default,exact_hit,exact_hit,control_plane:benchmark:ctl-005:default,0.000351,0.000491,0.000491,0.0005386,0.0005,static,0.00014,static,0.00014,0.0,False,100,5,5,action
35,env:7a9cda66bc6b151a7886,control_plane,CTL-006,default,exact_hit,exact_hit,control_plane:benchmark:ctl-006:default,0.000291,0.000441,0.000351,0.00047460000000000004,0.000491,latest,5.9999999999999995e-05,static,0.00014999999999999996,8.999999999999997e-05,False,100,0,5,kind
36,env:7a9cda66bc6b151a7886,control_plane,CTL-006,default,exact_hit,exact_hit,control_plane:benchmark:ctl-006:default,0.000811,0.000441,0.000291,0.0004226000000000001,0.00048,fifo5_median,0.00033099999999999997,static,0.00037,3.9000000000000026e-05,False,100,1,5,kind
37,env:7a9cda66bc6b151a7886,control_plane,CTL-006,default,exact_hit,exact_hit,control_plane:benchmark:ctl-006:default,0.000541,0.000441,0.000811,0.0004888,0.000491,fifo5_median,5.000000000000002e-05,static,0.00010000000000000005,5.000000000000002e-05,False,100,2,5,kind
38,env:7a9cda66bc6b151a7886,control_plane,CTL-006,default,exact_hit,exact_hit,control_plane:benchmark:ctl-006:default,0.000501,0.000441,0.000541,0.000497,0.000491,fifo5_mean,3.999999999999989e-06,static,6.000000000000005e-05,5.600000000000006e-05,False,100,3,5,kind
39,env:7a9cda66bc6b151a7886,control_plane,CTL-006,default,exact_hit,exact_hit,control_plane:benchmark:ctl-006:default,0.000441,0.000441,0.000501,0.0004990000000000001,0.000501,static,0.0,static,0.0,0.0,False,100,4,5,kind
40,env:7a9cda66bc6b151a7886,control_plane,CTL-006,default,exact_hit,exact_hit,control_plane:benchmark:ctl-006:default,0.00042,0.000441,0.000441,0.000517,0.000501,static,2.099999999999997e-05,static,2.099999999999997e-05,0.0,False,100,5,5,action
41,env:7a9cda66bc6b151a7886,control_plane,CTL-006,default,exact_hit,exact_hit,control_plane:benchmark:ctl-006:default,0.00043,0.000441,0.00042,0.0005428000000000001,0.000501,latest,9.999999999999972e-06,static,1.0999999999999996e-05,1.0000000000000243e-06,False,100,5,5,action
42,env:7a9cda66bc6b151a7886,control_plane,CTL-007,default,exact_hit,exact_hit,control_plane:benchmark:ctl-007:default,0.00028,0.00049,0.00043,0.0004666,0.000441,latest,0.00015000000000000001,static,0.00021,5.9999999999999995e-05,False,100,0,5,kind
43,env:7a9cda66bc6b151a7886,control_plane,CTL-007,default,exact_hit,exact_hit,control_plane:benchmark:ctl-007:default,0.000771,0.00049,0.00028,0.0004144,0.00043,static,0.000281,static,0.000281,0.0,False,100,1,5,kind
44,env:7a9cda66bc6b151a7886,control_plane,CTL-007,default,exact_hit,exact_hit,control_plane:benchmark:ctl-007:default,0.000511,0.00049,0.000771,0.0004684,0.00043,static,2.099999999999997e-05,static,2.099999999999997e-05,0.0,False,100,2,5,kind
45,env:7a9cda66bc6b151a7886,control_plane,CTL-007,default,exact_hit,exact_hit,control_plane:benchmark:ctl-007:default,0.000461,0.00049,0.000511,0.0004824,0.00043,fifo5_mean,2.1400000000000032e-05,static,2.9e-05,7.599999999999968e-06,False,100,3,5,kind
46,env:7a9cda66bc6b151a7886,control_plane,CTL-007,default,exact_hit,exact_hit,control_plane:benchmark:ctl-007:default,0.000751,0.00049,0.000461,0.0004906,0.000461,fifo5_mean,0.00026040000000000004,static,0.00026100000000000006,6.000000000000146e-07,False,100,4,5,kind
47,env:7a9cda66bc6b151a7886,control_plane,CTL-007,default,exact_hit,exact_hit,control_plane:benchmark:ctl-007:default,0.00032,0.00049,0.000751,0.0005548,0.000511,static,0.00016999999999999996,static,0.00016999999999999996,0.0,False,100,5,5,action
48,env:7a9cda66bc6b151a7886,control_plane,CTL-007,default,exact_hit,exact_hit,control_plane:benchmark:ctl-007:default,0.00049,0.00049,0.00032,0.0005628,0.000511,static,0.0,static,0.0,0.0,False,100,5,5,action
49,env:7a9cda66bc6b151a7886,control_plane,CTL-008,default,exact_hit,exact_hit,control_plane:benchmark:ctl-008:default,0.000661,0.000681,0.00049,0.0005066000000000001,0.00049,static,1.9999999999999944e-05,static,1.9999999999999944e-05,0.0,False,100,0,5,kind
50,env:7a9cda66bc6b151a7886,control_plane,CTL-008,default,exact_hit,exact_hit,control_plane:benchmark:ctl-008:default,0.000991,0.000681,0.000661,0.0005366,0.00049,static,0.00030999999999999995,static,0.00030999999999999995,0.0,False,100,1,5,kind
51,env:7a9cda66bc6b151a7886,control_plane,CTL-008,default,exact_hit,exact_hit,control_plane:benchmark:ctl-008:default,0.000581,0.000681,0.000991,0.0006426,0.000661,fifo5_mean,6.159999999999998e-05,static,9.999999999999994e-05,3.839999999999996e-05,False,100,2,5,kind
52,env:7a9cda66bc6b151a7886,control_plane,CTL-008,default,exact_hit,exact_hit,control_plane:benchmark:ctl-008:default,0.000861,0.000681,0.000581,0.0006086,0.000581,static,0.00018000000000000004,static,0.00018000000000000004,0.0,False,100,3,5,kind
53,env:7a9cda66bc6b151a7886,control_plane,CTL-008,default,exact_hit,exact_hit,control_plane:benchmark:ctl-008:default,0.000641,0.000681,0.000861,0.0007168,0.000661,fifo5_median,2.0000000000000052e-05,static,3.9999999999999996e-05,1.9999999999999944e-05,False,100,4,5,kind
54,env:7a9cda66bc6b151a7886,control_plane,CTL-008,default,exact_hit,exact_hit,control_plane:benchmark:ctl-008:default,0.000821,0.000681,0.000641,0.000747,0.000661,fifo5_mean,7.399999999999996e-05,static,0.00014000000000000004,6.600000000000009e-05,False,100,5,5,action
55,env:7a9cda66bc6b151a7886,control_plane,CTL-008,default,exact_hit,exact_hit,control_plane:benchmark:ctl-008:default,0.000681,0.000681,0.000821,0.000779,0.000821,static,0.0,static,0.0,0.0,False,100,5,5,action
56,env:7a9cda66bc6b151a7886,control_plane,CTL-009,default,exact_hit,exact_hit,control_plane:benchmark:ctl-009:default,0.000651,0.001613,0.000681,0.000717,0.000681,latest,2.999999999999997e-05,static,0.0009620000000000001,0.0009320000000000001,False,100,0,5,kind
57,env:7a9cda66bc6b151a7886,control_plane,CTL-009,default,exact_hit,exact_hit,control_plane:benchmark:ctl-009:default,0.000991,0.001613,0.000651,0.000731,0.000681,fifo5_mean,0.0002599999999999999,static,0.0006220000000000002,0.00036200000000000023,False,100,1,5,kind
58,env:7a9cda66bc6b151a7886,control_plane,CTL-009,default,exact_hit,exact_hit,control_plane:benchmark:ctl-009:default,0.001542,0.001613,0.000991,0.000757,0.000681,static,7.10000000000001e-05,static,7.10000000000001e-05,0.0,False,100,2,5,kind
59,env:7a9cda66bc6b151a7886,control_plane,CTL-009,default,exact_hit,exact_hit,control_plane:benchmark:ctl-009:default,0.001712,0.001613,0.001542,0.0009372,0.000821,static,9.899999999999991e-05,static,9.899999999999991e-05,0.0,False,100,3,5,kind
60,env:7a9cda66bc6b151a7886,control_plane,CTL-009,default,exact_hit,exact_hit,control_plane:benchmark:ctl-009:default,0.001613,0.001613,0.001712,0.0011154,0.000991,static,0.0,static,0.0,0.0,False,100,4,5,kind
61,env:7a9cda66bc6b151a7886,control_plane,CTL-009,default,exact_hit,exact_hit,control_plane:benchmark:ctl-009:default,0.001792,0.001613,0.001613,0.0013018,0.001542,static,0.0001789999999999999,static,0.0001789999999999999,0.0,False,100,5,5,action
62,env:7a9cda66bc6b151a7886,control_plane,CTL-009,default,exact_hit,exact_hit,control_plane:benchmark:ctl-009:default,0.001933,0.001613,0.001792,0.00153,0.001613,latest,0.00014100000000000007,static,0.00031999999999999997,0.0001789999999999999,False,100,5,5,action
63,env:7a9cda66bc6b151a7886,control_plane,CTL-010,default,exact_hit,exact_hit,control_plane:benchmark:ctl-010:default,0.000801,0.000771,0.001933,0.0017184000000000001,0.001712,static,2.999999999999997e-05,static,2.999999999999997e-05,0.0,False,100,0,5,kind
64,env:7a9cda66bc6b151a7886,control_plane,CTL-010,default,exact_hit,exact_hit,control_plane:benchmark:ctl-010:default,0.000701,0.000771,0.000801,0.0015702000000000001,0.001712,static,6.999999999999997e-05,static,6.999999999999997e-05,0.0,False,100,1,5,kind
65,env:7a9cda66bc6b151a7886,control_plane,CTL-010,default,exact_hit,exact_hit,control_plane:benchmark:ctl-010:default,0.000771,0.000771,0.000701,0.0013679999999999999,0.001613,static,0.0,static,0.0,0.0,False,100,2,5,kind
66,env:7a9cda66bc6b151a7886,control_plane,CTL-010,default,exact_hit,exact_hit,control_plane:benchmark:ctl-010:default,0.00061,0.000771,0.000771,0.0011995999999999999,0.000801,static,0.000161,static,0.000161,0.0,False,100,3,5,kind
67,env:7a9cda66bc6b151a7886,control_plane,CTL-010,default,exact_hit,exact_hit,control_plane:benchmark:ctl-010:default,0.000671,0.000771,0.00061,0.0009632,0.000771,latest,6.100000000000007e-05,static,9.999999999999994e-05,3.8999999999999864e-05,False,100,4,5,kind
68,env:7a9cda66bc6b151a7886,control_plane,CTL-010,default,exact_hit,exact_hit,control_plane:benchmark:ctl-010:default,0.000781,0.000771,0.000671,0.0007107999999999999,0.000701,static,1.0000000000000026e-05,static,1.0000000000000026e-05,0.0,False,100,5,5,action
69,env:7a9cda66bc6b151a7886,control_plane,CTL-010,default,exact_hit,exact_hit,control_plane:benchmark:ctl-010:default,0.000882,0.000771,0.000781,0.0007067999999999999,0.000701,latest,0.00010099999999999996,static,0.00011099999999999999,1.0000000000000026e-05,False,100,5,5,action
70,env:7a9cda66bc6b151a7886,control_plane,CTL-011,default,exact_hit,exact_hit,control_plane:benchmark:ctl-011:default,0.000751,0.000791,0.000882,0.000743,0.000771,fifo5_mean,8.000000000000086e-06,static,3.9999999999999996e-05,3.199999999999991e-05,False,100,0,5,kind
71,env:7a9cda66bc6b151a7886,control_plane,CTL-011,default,exact_hit,exact_hit,control_plane:benchmark:ctl-011:default,0.000842,0.000791,0.000751,0.000739,0.000751,static,5.099999999999994e-05,static,5.099999999999994e-05,0.0,False,100,1,5,kind
72,env:7a9cda66bc6b151a7886,control_plane,CTL-011,default,exact_hit,exact_hit,control_plane:benchmark:ctl-011:default,0.000721,0.000791,0.000842,0.0007854,0.000781,fifo5_median,6.000000000000005e-05,static,7.000000000000008e-05,1.0000000000000026e-05,False,100,2,5,kind
73,env:7a9cda66bc6b151a7886,control_plane,CTL-011,default,exact_hit,exact_hit,control_plane:benchmark:ctl-011:default,0.000791,0.000791,0.000721,0.0007953999999999999,0.000781,static,0.0,static,0.0,0.0,False,100,3,5,kind
74,env:7a9cda66bc6b151a7886,control_plane,CTL-011,default,exact_hit,exact_hit,control_plane:benchmark:ctl-011:default,0.000731,0.000791,0.000791,0.0007974,0.000791,static,6.000000000000005e-05,static,6.000000000000005e-05,0.0,False,100,4,5,kind
75,env:7a9cda66bc6b151a7886,control_plane,CTL-011,default,exact_hit,exact_hit,control_plane:benchmark:ctl-011:default,0.001802,0.000791,0.000731,0.0007672,0.000751,static,0.001011,static,0.001011,0.0,False,100,5,5,action
76,env:7a9cda66bc6b151a7886,control_plane,CTL-011,default,exact_hit,exact_hit,control_plane:benchmark:ctl-011:default,0.001072,0.000791,0.001802,0.0009774,0.000791,fifo5_mean,9.460000000000002e-05,static,0.000281,0.00018639999999999998,False,100,5,5,action
77,env:7a9cda66bc6b151a7886,control_plane,CTL-012,default,exact_hit,exact_hit,control_plane:benchmark:ctl-012:default,0.00028,0.00057,0.001072,0.0010234,0.000791,static,0.00029,static,0.00029,0.0,False,100,0,5,kind
78,env:7a9cda66bc6b151a7886,control_plane,CTL-012,default,exact_hit,exact_hit,control_plane:benchmark:ctl-012:default,0.0006,0.00057,0.00028,0.0009352,0.000791,static,2.999999999999997e-05,static,2.999999999999997e-05,0.0,False,100,1,5,kind
79,env:7a9cda66bc6b151a7886,control_plane,CTL-012,default,exact_hit,exact_hit,control_plane:benchmark:ctl-012:default,0.000861,0.00057,0.0006,0.000897,0.000731,fifo5_mean,3.600000000000001e-05,static,0.000291,0.000255,False,100,2,5,kind
80,env:7a9cda66bc6b151a7886,control_plane,CTL-012,default,exact_hit,exact_hit,control_plane:benchmark:ctl-012:default,0.00057,0.00057,0.000861,0.000923,0.000861,static,0.0,static,0.0,0.0,False,100,3,5,kind
81,env:7a9cda66bc6b151a7886,control_plane,CTL-012,default,exact_hit,exact_hit,control_plane:benchmark:ctl-012:default,0.000751,0.00057,0.00057,0.0006766,0.0006,fifo5_mean,7.440000000000007e-05,static,0.00018100000000000006,0.00010659999999999999,False,100,4,5,kind
82,env:7a9cda66bc6b151a7886,control_plane,CTL-012,default,exact_hit,exact_hit,control_plane:benchmark:ctl-012:default,0.00054,0.00057,0.000751,0.0006124,0.0006,static,2.999999999999997e-05,static,2.999999999999997e-05,0.0,False,100,5,5,action
83,env:7a9cda66bc6b151a7886,control_plane,CTL-012,default,exact_hit,exact_hit,control_plane:benchmark:ctl-012:default,0.00046,0.00057,0.00054,0.0006644,0.0006,latest,7.999999999999999e-05,static,0.00010999999999999996,2.999999999999997e-05,False,100,5,5,action
84,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-001,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-001:default,0.000321,0.000521,0.000521,0.000521,0.000521,static,0.00019999999999999998,static,0.00019999999999999998,0.0,False,100,0,0,offline
85,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-001,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-001:default,0.000521,0.000521,0.000321,0.000321,0.000321,static,0.0,static,0.0,0.0,False,100,1,1,kind
86,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-001,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-001:default,0.000521,0.000521,0.000521,0.000421,0.000421,static,0.0,static,0.0,0.0,False,100,2,2,kind
87,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-001,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-001:default,0.00055,0.000521,0.000521,0.00045433333333333334,0.000521,static,2.9000000000000054e-05,static,2.9000000000000054e-05,0.0,False,100,3,3,kind
88,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-001,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-001:default,0.000431,0.000521,0.00055,0.00047825,0.000521,fifo5_mean,4.724999999999998e-05,static,8.999999999999997e-05,4.274999999999998e-05,False,100,4,4,kind
89,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-001,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-001:default,0.000581,0.000521,0.000431,0.0004688,0.000521,static,6.000000000000005e-05,static,6.000000000000005e-05,0.0,False,100,5,5,action
90,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-001,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-001:default,0.000501,0.000521,0.000581,0.0005208,0.000521,fifo5_mean,1.979999999999994e-05,static,1.9999999999999944e-05,2.0000000000000486e-07,False,100,5,5,action
91,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-002,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-002:default,0.00062,0.000731,0.000501,0.0005168,0.000521,fifo5_median,9.900000000000002e-05,static,0.00011099999999999999,1.1999999999999966e-05,False,100,0,5,kind
92,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-002,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-002:default,0.001021,0.000731,0.00062,0.0005366,0.00055,static,0.00029,static,0.00029,0.0,False,100,1,5,kind
93,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-002,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-002:default,0.000771,0.000731,0.001021,0.0006308,0.000581,static,3.9999999999999996e-05,static,3.9999999999999996e-05,0.0,False,100,2,5,kind
94,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-002,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-002:default,0.000771,0.000731,0.000771,0.0006988000000000001,0.00062,latest,0.0,static,3.9999999999999996e-05,3.9999999999999996e-05,False,100,3,5,kind
95,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-002,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-002:default,0.000691,0.000731,0.000771,0.0007367999999999999,0.000771,static,3.9999999999999996e-05,static,3.9999999999999996e-05,0.0,False,100,4,5,kind
96,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-002,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-002:default,0.000721,0.000731,0.000691,0.0007748,0.000771,static,1.0000000000000026e-05,static,1.0000000000000026e-05,0.0,False,100,5,5,action
97,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-002,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-002:default,0.000731,0.000731,0.000721,0.000795,0.000771,static,0.0,static,0.0,0.0,False,100,5,5,action
98,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-003,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-003:default,0.000521,0.000651,0.000731,0.000737,0.000731,static,0.00013000000000000002,static,0.00013000000000000002,0.0,False,100,0,5,kind
99,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-003,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-003:default,0.000801,0.000651,0.000521,0.0006869999999999999,0.000721,fifo5_median,7.999999999999999e-05,static,0.00014999999999999996,6.999999999999997e-05,False,100,1,5,kind
100,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-003,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-003:default,0.000681,0.000651,0.000801,0.0006929999999999999,0.000721,fifo5_mean,1.1999999999999966e-05,static,2.999999999999997e-05,1.8000000000000004e-05,False,100,2,5,kind
101,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-003,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-003:default,0.001012,0.000651,0.000681,0.000691,0.000721,fifo5_median,0.00029100000000000013,static,0.0003610000000000001,6.999999999999997e-05,False,100,3,5,kind
102,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-003,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-003:default,0.000651,0.000651,0.001012,0.0007492,0.000731,static,0.0,static,0.0,0.0,False,100,4,5,kind
103,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-003,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-003:default,0.000631,0.000651,0.000651,0.0007332,0.000681,static,1.9999999999999944e-05,static,1.9999999999999944e-05,0.0,False,100,5,5,action
104,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-003,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-003:default,0.000651,0.000651,0.000631,0.0007551999999999999,0.000681,static,0.0,static,0.0,0.0,False,100,5,5,action
105,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-004,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-004:default,0.000941,0.000941,0.000651,0.0007252,0.000651,static,0.0,static,0.0,0.0,False,100,0,5,kind
